"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneLocus","geneType","geneSymbol"
NA,5,2,6,"Rv2372c","CDS","Rv2372c"
NA,7,2,12,"Rv2373c","CDS","dnaJ2"
NA,3,1,4,"Rv2374c","CDS","hrcA"
NA,2,1,3,"Rv2375","CDS","Rv2375"
1,1,1,9,"Rv2376c","CDS","cfp2"
1,NA,NA,3,"Rv2377c","CDS","mbtH"
NA,9,2,8,"Rv2378c","CDS","mbtG"
4,24,12,54,"Rv2379c","CDS","mbtF"
5,39,16,51,"Rv2380c","CDS","mbtE"
3,15,6,32,"Rv2381c","CDS","mbtD"
1,11,NA,12,"Rv2382c","CDS","mbtC"
4,31,8,45,"Rv2383c","CDS","mbtB"
2,17,8,22,"Rv2384","CDS","mbtA"
3,8,3,12,"Rv2385","CDS","mbtJ"
3,5,6,8,"Rv2386c","CDS","mbtI"
1,7,1,11,"Rv2387","CDS","Rv2387"
NA,5,1,13,"Rv2388c","CDS","hemN"
NA,1,1,5,"Rv2389c","CDS","rpfD"
NA,1,2,2,"Rv2390c","CDS","Rv2390c"
1,9,3,14,"Rv2391","CDS","sirA"
NA,3,NA,11,"Rv2392","CDS","cysH"
3,3,1,10,"Rv2393","CDS","che1"
3,14,6,25,"Rv2394","CDS","ggtB"
3,NA,2,1,"Rv2395A","CDS","aprA"
1,4,1,2,"Rv2395B","CDS","aprB"
1,2,6,21,"Rv2395","CDS","Rv2395"
1,2,NA,5,"Rv2396","CDS","PE_PGRS41"
NA,4,1,10,"Rv2397c","CDS","cysA1"
1,3,2,6,"Rv2398c","CDS","cysW"
1,3,NA,9,"Rv2399c","CDS","cysT"
2,6,NA,16,"Rv2400c","CDS","subI"
NA,2,NA,3,"Rv2401A","CDS","Rv2401A"
2,1,1,2,"Rv2401","CDS","Rv2401"
1,8,3,25,"Rv2402","CDS","Rv2402"
3,2,1,9,"Rv2403c","CDS","lppR"
2,13,2,19,"Rv2404c","CDS","lepA"
1,5,1,4,"Rv2405","CDS","Rv2405"
NA,1,NA,2,"Rv2406c","CDS","Rv2406c"
2,5,4,10,"Rv2407","CDS","Rv2407"
1,5,6,3,"Rv2408","CDS","PE24"
2,3,1,9,"Rv2409c","CDS","Rv2409c"
1,4,NA,5,"Rv2410c","CDS","Rv2410c"
1,7,4,20,"Rv2411c","CDS","Rv2411c"
NA,NA,NA,NA,"Rv2412","CDS","rpsT"
NA,1,NA,8,"Rv2413c","CDS","Rv2413c"
1,7,4,15,"Rv2414c","CDS","Rv2414c"
4,4,5,19,"Rv2415c","CDS","Rv2415c"
2,7,1,12,"Rv2416c","CDS","eis"
NA,3,1,9,"Rv2417c","CDS","Rv2417c"
2,6,1,10,"Rv2418c","CDS","Rv2418c"
NA,NA,NA,10,"Rv2419c","CDS","gpgP"
NA,NA,NA,3,"Rv2420c","CDS","Rv2420c"
NA,7,NA,3,"Rv2421c","CDS","nadD"
NA,1,NA,4,"Rv2422","CDS","Rv2422"
2,4,2,12,"Rv2423","CDS","Rv2423"
2,7,NA,7,"Rv2424c","CDS","Rv2424c"
1,7,3,14,"Rv2425c","CDS","Rv2425c"
NA,9,1,5,"Rv2426c","CDS","Rv2426c"
NA,2,NA,6,"Rv2427A","CDS","oxyR'"
1,5,2,10,"Rv2427c","CDS","proA"
1,4,2,3,"Rv2428","CDS","ahpC"
NA,2,1,3,"Rv2429","CDS","ahpD"
1,3,2,7,"Rv2430c","CDS","PPE41"
1,1,NA,2,"Rv2431c","CDS","PE25"
4,5,1,2,"Rv2432c","CDS","Rv2432c"
NA,NA,1,2,"Rv2433c","CDS","Rv2433c"
1,14,2,7,"Rv2434c","CDS","Rv2434c"
2,6,5,16,"Rv2435c","CDS","Rv2435c"
1,6,8,8,"Rv2436","CDS","rbsK"
NA,2,NA,5,"Rv2437","CDS","Rv2437"
2,3,NA,NA,"Rv2438A","CDS","Rv2438A"
3,13,2,18,"Rv2438c","CDS","nadE"
NA,5,NA,8,"Rv2439c","CDS","proB"
2,8,1,20,"Rv2440c","CDS","obg"
NA,1,NA,NA,"Rv2441c","CDS","rpmA"
NA,1,NA,1,"Rv2442c","CDS","rplU"
2,9,1,11,"Rv2443","CDS","dctA"
3,18,8,26,"Rv2444c","CDS","rne"
NA,2,1,3,"Rv2445c","CDS","ndkA"
NA,1,NA,6,"Rv2446c","CDS","Rv2446c"
1,7,1,20,"Rv2447c","CDS","folC"
3,15,3,28,"Rv2448c","CDS","valS"
1,10,3,10,"Rv2449c","CDS","Rv2449c"
2,5,2,13,"Rv2450c","CDS","rpfE"
NA,2,2,10,"Rv2451","CDS","Rv2451"
NA,NA,NA,NA,"Rv2452c","CDS","Rv2452c"
1,7,NA,10,"Rv2453c","CDS","mobA"
NA,4,1,11,"Rv2454c","CDS","Rv2454c"
3,13,3,25,"Rv2455c","CDS","Rv2455c"
1,3,2,14,"Rv2456c","CDS","Rv2456c"
NA,4,1,14,"Rv2457c","CDS","clpX"
NA,4,2,10,"Rv2458","CDS","mmuM"
1,12,2,12,"Rv2459","CDS","Rv2459"
NA,2,1,5,"Rv2460c","CDS","clpP2"
NA,1,NA,4,"Rv2461c","CDS","clpP1"
NA,7,2,13,"Rv2462c","CDS","tig"
1,9,1,8,"Rv2463","CDS","lipP"
1,11,1,8,"Rv2464c","CDS","Rv2464c"
NA,2,NA,7,"Rv2465c","CDS","rpiB"
1,3,NA,9,"Rv2466c","CDS","Rv2466c"
2,14,6,16,"Rv2467","CDS","pepN"
2,1,NA,3,"Rv2468A","CDS","Rv2468A"
NA,4,1,6,"Rv2468c","CDS","Rv2468c"
NA,4,1,11,"Rv2469c","CDS","Rv2469c"
NA,2,1,3,"Rv2470","CDS","glbO"
1,15,7,31,"Rv2471","CDS","aglA"
1,3,3,2,"Rv2472","CDS","Rv2472"
2,11,6,10,"Rv2473","CDS","Rv2473"
1,4,NA,7,"Rv2474c","CDS","Rv2474c"
1,NA,2,3,"Rv2475c","CDS","Rv2475c"
5,28,4,38,"Rv2476c","CDS","gdh"
NA,8,NA,16,"Rv2477c","CDS","Rv2477c"
NA,3,2,4,"Rv2478c","CDS","Rv2478c"
1,5,4,6,"Rv2479c","CDS","Rv2479c"
NA,1,1,2,"Rv2480c","CDS","Rv2480c"
NA,2,3,1,"Rv2481c","CDS","Rv2481c"
4,10,2,28,"Rv2482c","CDS","plsB2"
1,7,3,22,"Rv2483c","CDS","plsC"
2,8,4,25,"Rv2484c","CDS","Rv2484c"
2,7,2,21,"Rv2485c","CDS","lipQ"
NA,6,2,7,"Rv2486","CDS","echA14"
2,10,1,6,"Rv2487c","CDS","PE_PGRS42"
3,9,3,31,"Rv2488c","CDS","Rv2488c"
1,1,1,2,"Rv2489c","CDS","Rv2489c"
9,19,2,11,"Rv2490c","CDS","PE_PGRS43"
NA,6,1,5,"Rv2491","CDS","Rv2491"
1,1,1,3,"Rv2492","CDS","Rv2492"
NA,1,1,4,"Rv2493","CDS","vapB38"
NA,2,2,2,"Rv2494","CDS","vapC38"
1,7,NA,15,"Rv2495c","CDS","bkdC"
1,7,3,14,"Rv2496c","CDS","bkdB"
3,4,5,10,"Rv2497c","CDS","bkdA"
2,3,1,7,"Rv2498c","CDS","citE"
NA,3,NA,2,"Rv2499c","CDS","Rv2499c"
NA,4,2,10,"Rv2500c","CDS","fadE19"
4,10,3,17,"Rv2501c","CDS","accA1"
3,14,1,16,"Rv2502c","CDS","accD1"
1,7,NA,5,"Rv2503c","CDS","scoB"
1,3,NA,8,"Rv2504c","CDS","scoA"
2,8,2,21,"Rv2505c","CDS","fadD35"
NA,3,1,5,"Rv2506","CDS","Rv2506"
3,20,7,23,"Rv2507","CDS","Rv2507"
1,5,2,8,"Rv2508c","CDS","Rv2508c"
NA,5,1,12,"Rv2509","CDS","Rv2509"
1,13,3,22,"Rv2510c","CDS","Rv2510c"
1,6,1,2,"Rv2511","CDS","orn"
NA,9,1,6,"Rv2512c","CDS","Rv2512c"
2,1,3,10,"Rv2513","CDS","Rv2513"
1,1,1,4,"Rv2514c","CDS","Rv2514c"
5,5,2,11,"Rv2515c","CDS","Rv2515c"
3,7,4,6,"Rv2516c","CDS","Rv2516c"
1,1,1,3,"Rv2517c","CDS","Rv2517c"
NA,9,3,12,"Rv2518c","CDS","ldtB"
1,17,6,15,"Rv2519","CDS","PE26"
NA,3,NA,NA,"Rv2520c","CDS","Rv2520c"
1,4,NA,4,"Rv2521","CDS","bcp"
2,5,1,21,"Rv2522c","CDS","Rv2522c"
NA,2,NA,5,"Rv2523c","CDS","acpS"
4,55,11,102,"Rv2524c","CDS","fas"
1,3,2,6,"Rv2525c","CDS","Rv2525c"
NA,NA,NA,NA,"Rv2526","CDS","vapB17"
1,1,1,3,"Rv2527","CDS","vapC17"
1,5,1,5,"Rv2528c","CDS","mrr"
1,21,1,18,"Rv2529","CDS","Rv2529"
NA,NA,NA,5,"Rv2530A","CDS","vapB39"
1,NA,1,3,"Rv2530c","CDS","vapC39"
NA,12,3,24,"Rv2531c","CDS","Rv2531c"
NA,NA,NA,5,"Rv2532c","CDS","Rv2532c"
NA,2,NA,6,"Rv2533c","CDS","nusB"
NA,1,NA,9,"Rv2534c","CDS","efp"
1,4,NA,7,"Rv2535c","CDS","pepQ"
2,5,1,2,"Rv2536","CDS","Rv2536"
NA,4,NA,1,"Rv2537c","CDS","aroD"
NA,8,3,10,"Rv2538c","CDS","aroB"
NA,6,1,2,"Rv2539c","CDS","aroK"
NA,7,NA,15,"Rv2540c","CDS","aroF"
1,4,1,4,"Rv2541","CDS","Rv2541"
1,11,2,16,"Rv2542","CDS","Rv2542"
1,3,4,6,"Rv2543","CDS","lppA"
NA,5,4,8,"Rv2544","CDS","lppB"
NA,1,NA,1,"Rv2545","CDS","vapB18"
1,NA,1,2,"Rv2546","CDS","vapC18"
NA,NA,NA,NA,"Rv2547","CDS","vapB19"
NA,1,NA,NA,"Rv2548A","CDS","Rv2548A"
NA,1,NA,4,"Rv2548","CDS","vapC19"
NA,2,NA,1,"Rv2549c","CDS","vapC20"
NA,NA,1,2,"Rv2550c","CDS","vapB20"
NA,3,1,4,"Rv2551c","CDS","Rv2551c"
NA,5,1,9,"Rv2552c","CDS","aroE"
3,4,1,13,"Rv2553c","CDS","Rv2553c"
2,2,2,5,"Rv2554c","CDS","Rv2554c"
1,15,NA,21,"Rv2555c","CDS","alaS"
NA,1,NA,6,"Rv2556c","CDS","Rv2556c"
NA,4,NA,3,"Rv2557","CDS","Rv2557"
1,6,2,1,"Rv2558","CDS","Rv2558"
2,7,NA,14,"Rv2559c","CDS","Rv2559c"
3,13,7,21,"Rv2560","CDS","Rv2560"
1,1,3,2,"Rv2561","CDS","Rv2561"
NA,1,2,4,"Rv2562","CDS","Rv2562"
1,7,4,12,"Rv2563","CDS","Rv2563"
1,2,2,10,"Rv2564","CDS","glnQ"
1,8,9,17,"Rv2565","CDS","Rv2565"
NA,36,6,52,"Rv2566","CDS","Rv2566"
3,13,6,32,"Rv2567","CDS","Rv2567"
1,4,1,11,"Rv2568c","CDS","Rv2568c"
1,10,NA,16,"Rv2569c","CDS","Rv2569c"
NA,NA,2,7,"Rv2570","CDS","Rv2570"
1,5,1,11,"Rv2571c","CDS","Rv2571c"
1,10,NA,26,"Rv2572c","CDS","aspS"
1,7,1,8,"Rv2573","CDS","Rv2573"
2,5,1,4,"Rv2574","CDS","Rv2574"
2,5,3,4,"Rv2575","CDS","Rv2575"
NA,2,1,8,"Rv2576c","CDS","Rv2576c"
4,9,2,21,"Rv2577","CDS","Rv2577"
NA,6,4,17,"Rv2578c","CDS","Rv2578c"
1,9,6,6,"Rv2579","CDS","dhaA"
NA,6,NA,11,"Rv2580c","CDS","hisS"
3,5,NA,4,"Rv2581c","CDS","Rv2581c"
2,11,2,15,"Rv2582","CDS","ppiB"
1,13,2,24,"Rv2583c","CDS","relA"
NA,2,NA,5,"Rv2584c","CDS","apt"
NA,10,2,16,"Rv2585c","CDS","Rv2585c"
NA,4,1,10,"Rv2586c","CDS","secF"
2,10,3,35,"Rv2587c","CDS","secD"
NA,2,NA,2,"Rv2588c","CDS","yajC"
1,9,4,10,"Rv2589","CDS","gabT"
1,23,6,39,"Rv2590","CDS","fadD9"
2,5,3,2,"Rv2591","CDS","PE_PGRS44"
1,4,3,12,"Rv2592c","CDS","ruvB"
1,3,NA,2,"Rv2593c","CDS","ruvA"
NA,2,NA,5,"Rv2594c","CDS","ruvC"
NA,3,1,3,"Rv2595","CDS","vapB40"
1,NA,2,2,"Rv2596","CDS","vapC40"
NA,7,3,5,"Rv2597","CDS","Rv2597"
NA,5,3,3,"Rv2598","CDS","Rv2598"
3,2,NA,4,"Rv2599","CDS","Rv2599"
1,1,NA,3,"Rv2600","CDS","Rv2600"
1,1,2,2,"Rv2601A","CDS","vapB41"
1,11,1,12,"Rv2601","CDS","speE"
1,2,2,1,"Rv2602","CDS","vapC41"
NA,6,NA,2,"Rv2603c","CDS","Rv2603c"
NA,1,2,6,"Rv2604c","CDS","snoP"
1,5,1,8,"Rv2605c","CDS","tesB2"
3,6,1,3,"Rv2606c","CDS","snzP"
NA,4,3,6,"Rv2607","CDS","pdxH"
2,15,5,23,"Rv2608","CDS","PPE42"
3,6,1,7,"Rv2609c","CDS","Rv2609c"
1,5,1,14,"Rv2610c","CDS","pimA"
NA,7,2,12,"Rv2611c","CDS","Rv2611c"
1,3,NA,8,"Rv2612c","CDS","pgsA1"
1,4,3,5,"Rv2613c","CDS","Rv2613c"
NA,NA,1,2,"Rv2614A","CDS","Rv2614A"
2,16,2,20,"Rv2614c","CDS","thrS"
NA,7,5,1,"Rv2615c","CDS","PE_PGRS45"
NA,2,NA,8,"Rv2616","CDS","Rv2616"
2,3,1,3,"Rv2617c","CDS","Rv2617c"
1,6,1,10,"Rv2618","CDS","Rv2618"
NA,1,NA,3,"Rv2619c","CDS","Rv2619c"
1,1,NA,3,"Rv2620c","CDS","Rv2620c"
NA,5,1,9,"Rv2621c","CDS","Rv2621c"
1,3,NA,7,"Rv2622","CDS","Rv2622"
1,6,1,12,"Rv2623","CDS","TB31.7"
NA,3,3,12,"Rv2624c","CDS","Rv2624c"
2,4,1,15,"Rv2625c","CDS","Rv2625c"
NA,2,NA,3,"Rv2626c","CDS","hrp1"
1,9,8,17,"Rv2627c","CDS","Rv2627c"
1,2,NA,3,"Rv2628","CDS","Rv2628"
NA,1,5,10,"Rv2629","CDS","Rv2629"
2,2,NA,6,"Rv2630","CDS","Rv2630"
1,7,3,12,"Rv2631","CDS","Rv2631"
NA,NA,NA,3,"Rv2632c","CDS","Rv2632c"
3,2,1,3,"Rv2633c","CDS","Rv2633c"
NA,9,1,10,"Rv2634c","CDS","PE_PGRS46"
1,1,NA,3,"Rv2635","CDS","Rv2635"
NA,4,2,5,"Rv2636","CDS","Rv2636"
NA,5,1,6,"Rv2637","CDS","dedA"
NA,3,4,4,"Rv2638","CDS","Rv2638"
1,1,NA,1,"Rv2639c","CDS","Rv2639c"
1,2,NA,6,"Rv2640c","CDS","Rv2640c"
1,3,NA,3,"Rv2641","CDS","cadI"
1,3,1,6,"Rv2642","CDS","Rv2642"
1,12,NA,13,"Rv2643","CDS","arsC"
NA,1,2,6,"Rv2644c","CDS","Rv2644c"
NA,5,1,10,"Rv2645","CDS","Rv2645"
1,5,4,10,"Rv2646","CDS","Rv2646"
1,1,1,1,"Rv2647","CDS","Rv2647"
NA,1,1,2,"Rv2648","CDS","Rv2648"
1,5,4,6,"Rv2649","CDS","Rv2649"
1,3,2,17,"Rv2650c","CDS","Rv2650c"
4,NA,NA,4,"Rv2651c","CDS","Rv2651c"
1,4,6,10,"Rv2652c","CDS","Rv2652c"
NA,2,1,4,"Rv2653c","CDS","Rv2653c"
NA,NA,1,3,"Rv2654c","CDS","Rv2654c"
NA,18,4,26,"Rv2655c","CDS","Rv2655c"
1,1,NA,9,"Rv2656c","CDS","Rv2656c"
NA,2,NA,4,"Rv2657c","CDS","Rv2657c"
NA,2,1,3,"Rv2658c","CDS","Rv2658c"
NA,11,4,5,"Rv2659c","CDS","Rv2659c"
NA,NA,1,1,"Rv2660c","CDS","Rv2660c"
1,2,1,5,"Rv2661c","CDS","Rv2661c"
4,2,4,2,"Rv2662","CDS","Rv2662"
NA,2,2,1,"Rv2663","CDS","Rv2663"
NA,2,1,1,"Rv2664","CDS","Rv2664"
NA,2,3,NA,"Rv2665","CDS","Rv2665"
NA,2,NA,4,"Rv2666","CDS","Rv2666"
1,6,NA,9,"Rv2667","CDS","clpC2"
NA,3,1,10,"Rv2668","CDS","Rv2668"
NA,NA,2,4,"Rv2669","CDS","Rv2669"
3,3,2,15,"Rv2670c","CDS","Rv2670c"
NA,5,NA,6,"Rv2671","CDS","ribD"
2,11,9,19,"Rv2672","CDS","Rv2672"
NA,10,1,14,"Rv2673","CDS","aftC"
1,3,2,3,"Rv2674","CDS","msrB"
1,5,1,8,"Rv2675c","CDS","Rv2675c"
NA,4,1,8,"Rv2676c","CDS","Rv2676c"
NA,5,2,23,"Rv2677c","CDS","hemY"
NA,4,4,19,"Rv2678c","CDS","hemE"
1,9,1,6,"Rv2679","CDS","echA15"
1,4,1,10,"Rv2680","CDS","Rv2680"
1,9,6,21,"Rv2681","CDS","Rv2681"
NA,9,2,22,"Rv2682c","CDS","dxs1"
3,5,2,1,"Rv2683","CDS","Rv2683"
1,6,1,7,"Rv2684","CDS","arsA"
NA,6,NA,10,"Rv2685","CDS","arsB1"
NA,2,3,9,"Rv2686c","CDS","Rv2686c"
1,4,1,11,"Rv2687c","CDS","Rv2687c"
NA,6,1,6,"Rv2688c","CDS","Rv2688c"
2,8,3,8,"Rv2689c","CDS","Rv2689c"
1,8,2,18,"Rv2690c","CDS","Rv2690c"
1,3,1,4,"Rv2691","CDS","ceoB"
NA,4,1,8,"Rv2692","CDS","ceoC"
NA,1,NA,4,"Rv2693c","CDS","Rv2693c"
NA,1,NA,1,"Rv2694c","CDS","Rv2694c"
3,6,1,8,"Rv2695","CDS","Rv2695"
2,4,2,10,"Rv2696c","CDS","Rv2696c"
1,3,1,4,"Rv2697c","CDS","dut"
NA,5,2,7,"Rv2698","CDS","Rv2698"
2,1,NA,1,"Rv2699c","CDS","Rv2699c"
1,8,1,7,"Rv2700","CDS","Rv2700"
1,6,NA,8,"Rv2701c","CDS","suhB"
2,4,2,6,"Rv2702","CDS","ppgK"
1,12,3,9,"Rv2703","CDS","sigA"
NA,1,2,3,"Rv2704","CDS","Rv2704"
3,5,2,7,"Rv2705c","CDS","Rv2705c"
NA,2,NA,3,"Rv2706c","CDS","Rv2706c"
NA,6,2,15,"Rv2707","CDS","Rv2707"
NA,3,NA,3,"Rv2708c","CDS","Rv2708c"
NA,4,1,9,"Rv2709","CDS","Rv2709"
1,3,2,3,"Rv2710","CDS","sigB"
NA,1,3,11,"Rv2711","CDS","ideR"
4,1,NA,11,"Rv2712c","CDS","Rv2712c"
NA,3,6,6,"Rv2713","CDS","sthA"
2,2,2,13,"Rv2714","CDS","Rv2714"
3,3,3,10,"Rv2715","CDS","Rv2715"
NA,6,1,5,"Rv2716","CDS","Rv2716"
1,3,1,5,"Rv2717c","CDS","Rv2717c"
NA,3,NA,4,"Rv2718c","CDS","nrdR"
1,4,1,13,"Rv2719c","CDS","Rv2719c"
1,3,NA,12,"Rv2720","CDS","lexA"
5,17,4,35,"Rv2721c","CDS","Rv2721c"
NA,3,2,6,"Rv2722","CDS","Rv2722"
1,2,2,5,"Rv2723","CDS","Rv2723"
NA,6,2,2,"Rv2724c","CDS","fadE20"
NA,9,3,13,"Rv2725c","CDS","hflX"
1,2,1,7,"Rv2726c","CDS","dapF"
1,3,2,7,"Rv2727c","CDS","miaA"
1,8,2,8,"Rv2728c","CDS","Rv2728c"
NA,3,NA,5,"Rv2729c","CDS","Rv2729c"
1,1,1,5,"Rv2730","CDS","Rv2730"
1,9,NA,10,"Rv2731","CDS","Rv2731"
NA,4,1,1,"Rv2732c","CDS","Rv2732c"
1,11,2,15,"Rv2733c","CDS","Rv2733c"
2,8,6,7,"Rv2734","CDS","Rv2734"
4,5,3,5,"Rv2735c","CDS","Rv2735c"
NA,2,NA,2,"Rv2736c","CDS","recX"
NA,2,NA,2,"Rv2737A","CDS","Rv2737A"
1,12,2,18,"Rv2737c","CDS","recA"
NA,2,NA,NA,"Rv2738c","CDS","Rv2738c"
NA,9,NA,24,"Rv2739c","CDS","Rv2739c"
NA,1,1,2,"Rv2740","CDS","ephG"
1,3,NA,4,"Rv2741","CDS","PE_PGRS47"
1,4,7,9,"Rv2742c","CDS","Rv2742c"
NA,4,3,7,"Rv2743c","CDS","Rv2743c"
NA,3,1,4,"Rv2744c","CDS","35kd_ag"
1,NA,NA,3,"Rv2745c","CDS","clgR"
1,1,1,4,"Rv2746c","CDS","pgsA3"
NA,2,1,4,"Rv2747","CDS","argA"
2,23,3,27,"Rv2748c","CDS","ftsK"
1,4,NA,3,"Rv2749","CDS","Rv2749"
2,2,2,6,"Rv2750","CDS","Rv2750"
2,4,2,7,"Rv2751","CDS","Rv2751"
1,10,5,17,"Rv2752c","CDS","Rv2752c"
NA,5,NA,10,"Rv2753c","CDS","dapA"
NA,10,1,3,"Rv2754c","CDS","thyX"
2,2,NA,2,"Rv2755c","CDS","hsdS.1"
NA,6,3,18,"Rv2756c","CDS","hsdM"
NA,4,1,2,"Rv2757c","CDS","vapC21"
NA,NA,1,1,"Rv2758c","CDS","vapB21"
NA,2,NA,4,"Rv2759c","CDS","vapC42"
NA,1,NA,NA,"Rv2760c","CDS","vapB42"
1,9,3,8,"Rv2761c","CDS","hsdS"
NA,3,NA,4,"Rv2762c","CDS","Rv2762c"
NA,4,NA,5,"Rv2763c","CDS","dfrA"
NA,3,4,9,"Rv2764c","CDS","thyA"
2,5,1,12,"Rv2765","CDS","Rv2765"
NA,2,NA,7,"Rv2766c","CDS","Rv2766c"
1,NA,2,5,"Rv2767c","CDS","Rv2767c"
2,8,3,11,"Rv2768c","CDS","PPE43"
1,7,1,10,"Rv2769c","CDS","PE27"
3,5,3,12,"Rv2770c","CDS","PPE44"
NA,2,1,4,"Rv2771c","CDS","Rv2771c"
NA,1,NA,2,"Rv2772c","CDS","Rv2772c"
1,5,1,7,"Rv2773c","CDS","dapB"
1,3,2,6,"Rv2774c","CDS","Rv2774c"
1,3,2,6,"Rv2775","CDS","Rv2775"
NA,10,NA,12,"Rv2776c","CDS","Rv2776c"
1,5,4,14,"Rv2777c","CDS","Rv2777c"
2,3,1,2,"Rv2778c","CDS","Rv2778c"
NA,3,NA,3,"Rv2779c","CDS","Rv2779c"
NA,5,2,11,"Rv2780","CDS","ald"
1,6,1,16,"Rv2781c","CDS","Rv2781c"
NA,7,3,9,"Rv2782c","CDS","pepR"
3,10,1,21,"Rv2783c","CDS","gpsI"
1,2,NA,6,"Rv2784c","CDS","lppU"
NA,NA,NA,1,"Rv2785c","CDS","rpsO"
NA,2,1,13,"Rv2786c","CDS","ribF"
1,5,2,17,"Rv2787","CDS","Rv2787"
1,1,1,7,"Rv2788","CDS","sirR"
NA,2,1,10,"Rv2789c","CDS","fadE21"
1,5,1,9,"Rv2790c","CDS","ltp1"
2,4,5,8,"Rv2791c","CDS","Rv2791c"
NA,NA,1,4,"Rv2792c","CDS","Rv2792c"
NA,5,NA,6,"Rv2793c","CDS","truB"
NA,5,2,12,"Rv2794c","CDS","pptT"
NA,10,NA,16,"Rv2795c","CDS","Rv2795c"
NA,5,1,9,"Rv2796c","CDS","lppV"
NA,17,5,18,"Rv2797c","CDS","Rv2797c"
NA,NA,NA,2,"Rv2798c","CDS","Rv2798c"
NA,8,2,11,"Rv2799","CDS","Rv2799"
1,20,2,23,"Rv2800","CDS","Rv2800"
NA,1,1,1,"Rv2801A","CDS","mazE9"
NA,2,1,2,"Rv2801c","CDS","mazF9"
1,3,NA,7,"Rv2802c","CDS","Rv2802c"
1,5,1,3,"Rv2803","CDS","Rv2803"
3,6,2,8,"Rv2804c","CDS","Rv2804c"
2,NA,2,8,"Rv2805","CDS","Rv2805"
NA,1,NA,1,"Rv2806","CDS","Rv2806"
NA,4,3,15,"Rv2807","CDS","Rv2807"
1,2,1,2,"Rv2808","CDS","Rv2808"
NA,1,1,2,"Rv2809","CDS","Rv2809"
3,4,1,2,"Rv2810c","CDS","Rv2810c"
NA,2,NA,10,"Rv2811","CDS","Rv2811"
NA,14,2,17,"Rv2812","CDS","Rv2812"
NA,7,2,3,"Rv2813","CDS","Rv2813"
1,5,4,6,"Rv2814c","CDS","Rv2814c"
NA,1,1,2,"Rv2815c","CDS","Rv2815c"
NA,1,NA,1,"Rv2816c","CDS","Rv2816c"
2,2,1,8,"Rv2817c","CDS","Rv2817c"
7,5,4,7,"Rv2818c","CDS","Rv2818c"
6,3,4,10,"Rv2819c","CDS","Rv2819c"
NA,10,NA,5,"Rv2820c","CDS","Rv2820c"
2,2,NA,4,"Rv2821c","CDS","Rv2821c"
NA,1,1,2,"Rv2822c","CDS","Rv2822c"
1,9,2,17,"Rv2823c","CDS","Rv2823c"
3,4,3,11,"Rv2824c","CDS","Rv2824c"
NA,5,2,9,"Rv2825c","CDS","Rv2825c"
1,3,1,6,"Rv2826c","CDS","Rv2826c"
NA,11,2,14,"Rv2827c","CDS","Rv2827c"
NA,4,NA,7,"Rv2828A","CDS","Rv2828A"
NA,3,2,8,"Rv2828c","CDS","Rv2828c"
NA,3,1,4,"Rv2829c","CDS","vapC22"
NA,NA,NA,1,"Rv2830c","CDS","vapB22"
NA,2,NA,7,"Rv2831","CDS","echA16"
NA,4,NA,18,"Rv2832c","CDS","ugpC"
NA,9,2,12,"Rv2833c","CDS","ugpB"
1,5,1,11,"Rv2834c","CDS","ugpE"
NA,2,NA,9,"Rv2835c","CDS","ugpA"
1,3,NA,9,"Rv2836c","CDS","dinF"
1,3,1,8,"Rv2837c","CDS","Rv2837c"
1,4,NA,5,"Rv2838c","CDS","rbfA"
5,26,8,27,"Rv2839c","CDS","infB"
NA,NA,1,4,"Rv2840c","CDS","Rv2840c"
NA,7,1,9,"Rv2841c","CDS","nusA"
2,1,1,6,"Rv2842c","CDS","Rv2842c"
1,4,4,6,"Rv2843","CDS","Rv2843"
1,5,NA,3,"Rv2844","CDS","Rv2844"
2,11,3,14,"Rv2845c","CDS","proS"
3,6,2,15,"Rv2846c","CDS","efpA"
2,12,2,7,"Rv2847c","CDS","cysG"
2,9,4,11,"Rv2848c","CDS","cobB"
1,2,1,4,"Rv2849c","CDS","cobO"
3,5,1,30,"Rv2850c","CDS","Rv2850c"
NA,4,1,3,"Rv2851c","CDS","Rv2851c"
2,6,3,16,"Rv2852c","CDS","mqo"
1,11,2,4,"Rv2853","CDS","PE_PGRS48"
NA,6,2,12,"Rv2854","CDS","Rv2854"
1,2,NA,11,"Rv2855","CDS","mtr"
NA,6,NA,4,"Rv2856","CDS","nicT"
NA,2,3,5,"Rv2857c","CDS","Rv2857c"
NA,7,3,17,"Rv2858c","CDS","aldC"
5,4,2,20,"Rv2859c","CDS","Rv2859c"
1,5,NA,12,"Rv2860c","CDS","glnA4"
2,7,1,8,"Rv2861c","CDS","mapB"
1,2,1,1,"Rv2862A","CDS","vapB23"
1,3,NA,4,"Rv2862c","CDS","Rv2862c"
NA,4,1,NA,"Rv2863","CDS","vapC23"
4,11,3,22,"Rv2864c","CDS","Rv2864c"
NA,3,NA,2,"Rv2865","CDS","relF"
1,2,1,1,"Rv2866","CDS","relG"
1,4,NA,11,"Rv2867c","CDS","Rv2867c"
2,5,1,17,"Rv2868c","CDS","gcpE"
3,4,1,16,"Rv2869c","CDS","rip"
1,9,NA,11,"Rv2870c","CDS","dxr"
1,1,NA,3,"Rv2871","CDS","vapB43"
