"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneSymbol","geneType","geneLocus"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"Rv0850","CDS","Rv0850"
NA,40,10,50,"Rv0851c","CDS","Rv0851c"
25,12.5,25,37.5,"fadD16","CDS","Rv0852"
NA,31.7073170731707,7.31707317073171,60.9756097560976,"pdc","CDS","Rv0853c"
NA,57.1428571428571,28.5714285714286,14.2857142857143,"Rv0854","CDS","Rv0854"
3.7037037037037,18.5185185185185,NA,77.7777777777778,"far","CDS","Rv0855"
12.5,12.5,NA,75,"Rv0856","CDS","Rv0856"
12.5,37.5,12.5,37.5,"Rv0857","CDS","Rv0857"
7.40740740740741,22.2222222222222,3.7037037037037,66.6666666666667,"dapC","CDS","Rv0858c"
NA,17.6470588235294,5.88235294117647,76.4705882352941,"fadA","CDS","Rv0859"
NA,20,2.5,77.5,"fadB","CDS","Rv0860"
4.34782608695652,26.0869565217391,13.0434782608696,56.5217391304348,"ercc3","CDS","Rv0861c"
9.09090909090909,36.3636363636364,18.1818181818182,36.3636363636364,"Rv0862c","CDS","Rv0862c"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"Rv0863","CDS","Rv0863"
NA,33.3333333333333,NA,66.6666666666667,"moaC2","CDS","Rv0864"
9.09090909090909,36.3636363636364,9.09090909090909,45.4545454545455,"mog","CDS","Rv0865"
NA,33.3333333333333,NA,66.6666666666667,"moaE2","CDS","Rv0866"
NA,53.1645569620253,21.5189873417722,25.3164556962025,"rpfA","CDS","Rv0867c"
50,50,NA,NA,"moaD2","CDS","Rv0868c"
8.33333333333333,41.6666666666667,4.16666666666667,45.8333333333333,"moaA2","CDS","Rv0869c"
NA,14.2857142857143,14.2857142857143,71.4285714285714,"Rv0870c","CDS","Rv0870c"
NA,33.3333333333333,NA,66.6666666666667,"cspB","CDS","Rv0871"
NA,61.1111111111111,NA,38.8888888888889,"PE_PGRS15","CDS","Rv0872c"
7.40740740740741,25.9259259259259,14.8148148148148,51.8518518518518,"fadE10","CDS","Rv0873"
NA,31.8181818181818,4.54545454545455,63.6363636363636,"Rv0874c","CDS","Rv0874c"
NA,42.8571428571429,NA,57.1428571428571,"Rv0875c","CDS","Rv0875c"
14.2857142857143,17.1428571428571,14.2857142857143,54.2857142857143,"Rv0876c","CDS","Rv0876c"
10.5263157894737,26.3157894736842,NA,63.1578947368421,"Rv0877","CDS","Rv0877"
4.76190476190476,19.047619047619,19.047619047619,57.1428571428571,"PPE13","CDS","Rv0878c"
11.1111111111111,11.1111111111111,22.2222222222222,55.5555555555556,"Rv0879c","CDS","Rv0879c"
NA,12.5,25,62.5,"Rv0880","CDS","Rv0880"
NA,29.4117647058824,17.6470588235294,52.9411764705882,"Rv0881","CDS","Rv0881"
25,25,25,25,"Rv0882","CDS","Rv0882"
5,35,NA,60,"Rv0883c","CDS","Rv0883c"
4,28,4,64,"serC","CDS","Rv0884c"
NA,23.0769230769231,7.69230769230769,69.2307692307692,"Rv0885","CDS","Rv0885"
6.52173913043478,26.0869565217391,2.17391304347826,65.2173913043478,"fprB","CDS","Rv0886"
NA,44.4444444444444,11.1111111111111,44.4444444444444,"Rv0887c","CDS","Rv0887c"
7.89473684210526,34.2105263157895,5.26315789473684,52.6315789473684,"Rv0888","CDS","Rv0888"
NA,15.3846153846154,7.69230769230769,76.9230769230769,"citA","CDS","Rv0889c"
3.57142857142857,28.5714285714286,14.2857142857143,53.5714285714286,"Rv0890c","CDS","Rv0890c"
8.69565217391304,26.0869565217391,30.4347826086957,34.7826086956522,"Rv0891c","CDS","Rv0891c"
20,10,16.6666666666667,53.3333333333333,"Rv0892","CDS","Rv0892"
12.5,31.25,25,31.25,"Rv0893c","CDS","Rv0893c"
13.3333333333333,26.6666666666667,13.3333333333333,46.6666666666667,"Rv0894","CDS","Rv0894"
5.26315789473684,10.5263157894737,23.6842105263158,60.5263157894737,"Rv0895","CDS","Rv0895"
NA,50,5,45,"gltA2","CDS","Rv0896"
3.33333333333333,20,20,56.6666666666667,"Rv0897c","CDS","Rv0897c"
NA,33.3333333333333,NA,66.6666666666667,"Rv0898c","CDS","Rv0898c"
11.1111111111111,25.9259259259259,14.8148148148148,48.1481481481481,"ompA","CDS","Rv0899"
NA,100,NA,NA,"Rv0900","CDS","Rv0900"
5.26315789473684,21.0526315789474,5.26315789473684,68.4210526315789,"Rv0901","CDS","Rv0901"
NA,39.1304347826087,4.34782608695652,56.5217391304348,"prrB","CDS","Rv0902c"
25,12.5,12.5,50,"prrA","CDS","Rv0903c"
2.7027027027027,40.5405405405405,8.10810810810811,48.6486486486487,"accD3","CDS","Rv0904c"
NA,27.2727272727273,18.1818181818182,54.5454545454545,"echA6","CDS","Rv0905"
NA,24.2424242424242,3.03030303030303,72.7272727272727,"Rv0906","CDS","Rv0906"
3.03030303030303,42.4242424242424,3.03030303030303,51.5151515151515,"Rv0907","CDS","Rv0907"
3.125,28.125,3.125,65.625,"ctpE","CDS","Rv0908"
NA,NA,NA,NA,"Rv0909","CDS","Rv0909"
NA,30,10,60,"Rv0910","CDS","Rv0910"
6.25,43.75,NA,50,"Rv0911","CDS","Rv0911"
42.8571428571429,14.2857142857143,14.2857142857143,28.5714285714286,"Rv0912","CDS","Rv0912"
NA,20.5882352941176,20.5882352941176,58.8235294117647,"Rv0913c","CDS","Rv0913c"
6.25,50,NA,43.75,"Rv0914c","CDS","Rv0914c"
2.4390243902439,24.390243902439,9.75609756097561,63.4146341463415,"PPE14","CDS","Rv0915c"
14.2857142857143,14.2857142857143,NA,71.4285714285714,"PE7","CDS","Rv0916c"
12.5,29.1666666666667,12.5,45.8333333333333,"betP","CDS","Rv0917"
44.4444444444444,11.1111111111111,22.2222222222222,22.2222222222222,"Rv0918","CDS","Rv0918"
12.5,25,NA,62.5,"Rv0919","CDS","Rv0919"
11.7647058823529,17.6470588235294,11.7647058823529,58.8235294117647,"Rv0920c","CDS","Rv0920c"
16.6666666666667,50,NA,33.3333333333333,"Rv0921","CDS","Rv0921"
6.06060606060606,18.1818181818182,15.1515151515152,60.6060606060606,"Rv0922","CDS","Rv0922"
6.45161290322581,25.8064516129032,12.9032258064516,54.8387096774194,"Rv0923c","CDS","Rv0923c"
5,40,15,40,"mntH","CDS","Rv0924c"
NA,26.6666666666667,20,53.3333333333333,"Rv0925c","CDS","Rv0925c"
12,28,8,52,"Rv0926c","CDS","Rv0926c"
NA,41.6666666666667,16.6666666666667,41.6666666666667,"Rv0927c","CDS","Rv0927c"
NA,37.5,12.5,50,"pstS3","CDS","Rv0928"
6.25,12.5,12.5,68.75,"pstC2","CDS","Rv0929"
NA,23.5294117647059,5.88235294117647,70.5882352941177,"pstA1","CDS","Rv0930"
6.81818181818182,20.4545454545455,9.09090909090909,63.6363636363636,"pknD","CDS","Rv0931c"
9.52380952380952,14.2857142857143,19.047619047619,57.1428571428571,"pstS2","CDS","Rv0932c"
NA,23.0769230769231,NA,76.9230769230769,"pstB","CDS","Rv0933"
3.7037037037037,33.3333333333333,3.7037037037037,59.2592592592593,"pstS1","CDS","Rv0934"
NA,26.3157894736842,5.26315789473684,68.4210526315789,"pstC1","CDS","Rv0935"
NA,12.5,18.75,68.75,"pstA2","CDS","Rv0936"
20,33.3333333333333,6.66666666666667,40,"mku","CDS","Rv0937c"
4.25531914893617,36.1702127659575,8.51063829787234,51.063829787234,"ligD","CDS","Rv0938"
4.54545454545455,29.5454545454545,2.27272727272727,63.6363636363636,"Rv0939","CDS","Rv0939"
4.54545454545455,31.8181818181818,NA,63.6363636363636,"Rv0940c","CDS","Rv0940c"
NA,20,20,60,"Rv0941c","CDS","Rv0941c"
NA,28.5714285714286,42.8571428571429,28.5714285714286,"Rv0942","CDS","Rv0942"
NA,55,20,25,"Rv0943c","CDS","Rv0943c"
NA,28.5714285714286,28.5714285714286,42.8571428571429,"Rv0944","CDS","Rv0944"
NA,45.4545454545455,18.1818181818182,36.3636363636364,"Rv0945","CDS","Rv0945"
NA,28,12,60,"pgi","CDS","Rv0946c"
33.3333333333333,NA,NA,66.6666666666667,"Rv0947c","CDS","Rv0947c"
16.6666666666667,50,33.3333333333333,NA,"Rv0948c","CDS","Rv0948c"
6.06060606060606,15.1515151515152,15.1515151515152,63.6363636363636,"uvrD1","CDS","Rv0949"
5,15,20,60,"Rv0950c","CDS","Rv0950c"
14.2857142857143,21.4285714285714,14.2857142857143,50,"sucC","CDS","Rv0951"
6.25,25,12.5,56.25,"sucD","CDS","Rv0952"
4.76190476190476,19.047619047619,14.2857142857143,61.9047619047619,"Rv0953c","CDS","Rv0953c"
8.10810810810811,27.027027027027,13.5135135135135,51.3513513513513,"Rv0954","CDS","Rv0954"
6.25,18.75,12.5,62.5,"Rv0955","CDS","Rv0955"
13.3333333333333,26.6666666666667,6.66666666666667,53.3333333333333,"purN","CDS","Rv0956"
11.1111111111111,37.037037037037,7.40740740740741,44.4444444444444,"purH","CDS","Rv0957"
NA,42.8571428571429,4.76190476190476,52.3809523809524,"Rv0958","CDS","Rv0958"
NA,33.3333333333333,NA,66.6666666666667,"vapB9","CDS","Rv0959A"
NA,25.9259259259259,NA,74.0740740740741,"Rv0959","CDS","Rv0959"
NA,25,NA,75,"vapC9","CDS","Rv0960"
33.3333333333333,33.3333333333333,NA,33.3333333333333,"Rv0961","CDS","Rv0961"
3.84615384615385,34.6153846153846,15.3846153846154,46.1538461538462,"lprP","CDS","Rv0962c"
NA,38.4615384615385,15.3846153846154,46.1538461538462,"Rv0963c","CDS","Rv0963c"
7.14285714285714,14.2857142857143,21.4285714285714,57.1428571428571,"Rv0964c","CDS","Rv0964c"
20,NA,40,40,"Rv0965c","CDS","Rv0965c"
NA,20,20,60,"Rv0966c","CDS","Rv0966c"
NA,NA,25,75,"csoR","CDS","Rv0967"
NA,25,50,25,"Rv0968","CDS","Rv0968"
5.71428571428571,20,5.71428571428571,68.5714285714286,"ctpV","CDS","Rv0969"
23.0769230769231,7.69230769230769,NA,69.2307692307692,"Rv0970","CDS","Rv0970"
NA,25,6.25,68.75,"echA7","CDS","Rv0971c"
NA,60,NA,40,"fadE12","CDS","Rv0972c"
10,32.5,10,47.5,"accA2","CDS","Rv0973c"
NA,28.125,6.25,65.625,"accD2","CDS","Rv0974c"
NA,53.8461538461538,NA,46.1538461538462,"fadE13","CDS","Rv0975c"
2.94117647058824,32.3529411764706,8.82352941176471,55.8823529411765,"Rv0976c","CDS","Rv0976c"
NA,41.6666666666667,2.77777777777778,55.5555555555556,"PE_PGRS16","CDS","Rv0977"
NA,43.75,18.75,37.5,"PE_PGRS17","CDS","Rv0978c"
50,50,NA,NA,"rpmF","CDS","Rv0979A"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"Rv0979c","CDS","Rv0979c"
NA,38.0952380952381,19.047619047619,42.8571428571429,"PE_PGRS18","CDS","Rv0980c"
NA,33.3333333333333,16.6666666666667,50,"mprA","CDS","Rv0981"
3.84615384615385,34.6153846153846,3.84615384615385,57.6923076923077,"mprB","CDS","Rv0982"
13.0434782608696,26.0869565217391,19.5652173913043,41.304347826087,"pepD","CDS","Rv0983"
20,20,NA,60,"moaB2","CDS","Rv0984"
14.2857142857143,14.2857142857143,28.5714285714286,42.8571428571429,"mscL","CDS","Rv0985c"
25,50,NA,25,"Rv0986","CDS","Rv0986"
15.3846153846154,17.9487179487179,30.7692307692308,35.8974358974359,"Rv0987","CDS","Rv0987"
26.6666666666667,13.3333333333333,6.66666666666667,53.3333333333333,"Rv0988","CDS","Rv0988"
20,33.3333333333333,NA,46.6666666666667,"grcC2","CDS","Rv0989c"
NA,25,16.6666666666667,58.3333333333333,"Rv0990c","CDS","Rv0990c"
NA,NA,100,NA,"Rv0991c","CDS","Rv0991c"
6.25,12.5,6.25,75,"Rv0992c","CDS","Rv0992c"
4.76190476190476,38.0952380952381,4.76190476190476,52.3809523809524,"galU","CDS","Rv0993"
12.5,16.6666666666667,4.16666666666667,66.6666666666667,"moeA1","CDS","Rv0994"
NA,20,10,70,"rimJ","CDS","Rv0995"
NA,21.7391304347826,8.69565217391304,69.5652173913043,"Rv0996","CDS","Rv0996"
NA,38.4615384615385,7.69230769230769,53.8461538461538,"Rv0997","CDS","Rv0997"
NA,27.7777777777778,NA,72.2222222222222,"Rv0998","CDS","Rv0998"
11.1111111111111,33.3333333333333,5.55555555555556,50,"Rv0999","CDS","Rv0999"
NA,15.3846153846154,7.69230769230769,76.9230769230769,"Rv1000c","CDS","Rv1000c"
NA,21.7391304347826,8.69565217391304,69.5652173913043,"arcA","CDS","Rv1001"
3.44827586206897,41.3793103448276,10.3448275862069,44.8275862068966,"Rv1002c","CDS","Rv1002c"
NA,20,13.3333333333333,66.6666666666667,"Rv1003","CDS","Rv1003"
6.75675675675676,20.2702702702703,12.1621621621622,60.8108108108108,"Rv1004c","CDS","Rv1004c"
5.12820512820513,12.8205128205128,12.8205128205128,69.2307692307692,"pabB","CDS","Rv1005c"
4,26,6,64,"Rv1006","CDS","Rv1006"
NA,43.3333333333333,6.66666666666667,50,"metS","CDS","Rv1007c"
NA,28.5714285714286,NA,71.4285714285714,"tatD","CDS","Rv1008"
NA,30.4347826086957,NA,69.5652173913043,"rpfB","CDS","Rv1009"
NA,31.25,6.25,62.5,"ksgA","CDS","Rv1010"
NA,38.8888888888889,NA,61.1111111111111,"ispE","CDS","Rv1011"
33.3333333333333,NA,33.3333333333333,33.3333333333333,"Rv1012","CDS","Rv1012"
6.06060606060606,51.5151515151515,3.03030303030303,39.3939393939394,"pks16","CDS","Rv1013"
9.09090909090909,27.2727272727273,NA,63.6363636363636,"pth","CDS","Rv1014c"
10,40,30,20,"rplY","CDS","Rv1015c"
5,5,20,70,"lpqT","CDS","Rv1016c"
6.25,25,NA,68.75,"prsA","CDS","Rv1017c"
3.84615384615385,38.4615384615385,15.3846153846154,42.3076923076923,"glmU","CDS","Rv1018c"
NA,NA,NA,100,"Rv1019","CDS","Rv1019"
2.73972602739726,30.1369863013699,6.84931506849315,60.2739726027397,"mfd","CDS","Rv1020"
11.1111111111111,27.7777777777778,16.6666666666667,44.4444444444444,"Rv1021","CDS","Rv1021"
5.88235294117647,29.4117647058824,5.88235294117647,58.8235294117647,"lpqU","CDS","Rv1022"
11.1111111111111,22.2222222222222,16.6666666666667,50,"eno","CDS","Rv1023"
8.82352941176471,26.4705882352941,5.88235294117647,58.8235294117647,"Rv1024","CDS","Rv1024"
NA,38.4615384615385,15.3846153846154,46.1538461538462,"Rv1025","CDS","Rv1025"
10,30,NA,60,"Rv1026","CDS","Rv1026"
NA,27.2727272727273,NA,72.7272727272727,"kdpE","CDS","Rv1027c"
NA,NA,NA,100,"kdpF","CDS","Rv1028A"
6.25,46.875,6.25,40.625,"kdpD","CDS","Rv1028c"
3.57142857142857,17.8571428571429,10.7142857142857,67.8571428571429,"kdpA","CDS","Rv1029"
8,28,8,56,"kdpB","CDS","Rv1030"
NA,22.2222222222222,NA,77.7777777777778,"kdpC","CDS","Rv1031"
NA,50,3.57142857142857,46.4285714285714,"trcS","CDS","Rv1032c"
NA,35.7142857142857,21.4285714285714,42.8571428571429,"trcR","CDS","Rv1033c"
12.5,25,25,37.5,"Rv1034c","CDS","Rv1034c"
NA,25,NA,75,"Rv1035c","CDS","Rv1035c"
NA,33.3333333333333,NA,66.6666666666667,"Rv1036c","CDS","Rv1036c"
NA,NA,NA,NA,"esxI","CDS","Rv1037c"
NA,NA,NA,100,"esxJ","CDS","Rv1038c"
4,24,12,60,"PPE15","CDS","Rv1039c"
11.7647058823529,35.2941176470588,17.6470588235294,35.2941176470588,"PE8","CDS","Rv1040c"
10.5263157894737,26.3157894736842,26.3157894736842,36.8421052631579,"Rv1041c","CDS","Rv1041c"
NA,33.3333333333333,NA,66.6666666666667,"Rv1042c","CDS","Rv1042c"
NA,25.8064516129032,12.9032258064516,61.2903225806452,"Rv1043c","CDS","Rv1043c"
20,20,NA,60,"Rv1044","CDS","Rv1044"
10,30,10,50,"Rv1045","CDS","Rv1045"
21.7391304347826,21.7391304347826,17.3913043478261,39.1304347826087,"Rv1046c","CDS","Rv1046c"
NA,56.25,6.25,37.5,"Rv1047","CDS","Rv1047"
15.7894736842105,26.3157894736842,26.3157894736842,31.5789473684211,"Rv1048c","CDS","Rv1048c"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"Rv1049","CDS","Rv1049"
NA,25,6.25,68.75,"Rv1050","CDS","Rv1050"
8.33333333333333,33.3333333333333,8.33333333333333,50,"Rv1051c","CDS","Rv1051c"
NA,30,NA,70,"Rv1052","CDS","Rv1052"
NA,14.2857142857143,57.1428571428571,28.5714285714286,"Rv1053c","CDS","Rv1053c"
44.4444444444444,22.2222222222222,22.2222222222222,11.1111111111111,"Rv1054","CDS","Rv1054"
NA,NA,NA,100,"Rv1055","CDS","Rv1055"
NA,30.4347826086957,4.34782608695652,65.2173913043478,"Rv1056","CDS","Rv1056"
6.66666666666667,13.3333333333333,6.66666666666667,73.3333333333333,"Rv1057","CDS","Rv1057"
3.33333333333333,33.3333333333333,6.66666666666667,56.6666666666667,"fadD14","CDS","Rv1058"
3.7037037037037,29.6296296296296,14.8148148148148,51.8518518518518,"Rv1059","CDS","Rv1059"
8.33333333333333,8.33333333333333,16.6666666666667,66.6666666666667,"Rv1060","CDS","Rv1060"
7.14285714285714,21.4285714285714,21.4285714285714,50,"Rv1061","CDS","Rv1061"
6.25,25,NA,68.75,"Rv1062","CDS","Rv1062"
4.16666666666667,33.3333333333333,25,37.5,"Rv1063c","CDS","Rv1063c"
NA,33.3333333333333,11.1111111111111,55.5555555555556,"lpqV","CDS","Rv1064c"
11.7647058823529,29.4117647058824,17.6470588235294,41.1764705882353,"Rv1065","CDS","Rv1065"
NA,80,20,NA,"Rv1066","CDS","Rv1066"
NA,47.0588235294118,5.88235294117647,47.0588235294118,"PE_PGRS19","CDS","Rv1067c"
NA,63.6363636363636,9.09090909090909,27.2727272727273,"PE_PGRS20","CDS","Rv1068c"
4.44444444444444,15.5555555555556,13.3333333333333,66.6666666666667,"Rv1069c","CDS","Rv1069c"
NA,42.8571428571429,14.2857142857143,42.8571428571429,"echA8","CDS","Rv1070c"
6.66666666666667,40,20,33.3333333333333,"echA9","CDS","Rv1071c"
8.33333333333333,33.3333333333333,8.33333333333333,50,"Rv1072","CDS","Rv1072"
NA,42.8571428571429,28.5714285714286,28.5714285714286,"Rv1073","CDS","Rv1073"
NA,13.6363636363636,9.09090909090909,77.2727272727273,"fadA3","CDS","Rv1074c"
3.7037037037037,37.037037037037,7.40740740740741,51.8518518518518,"Rv1075c","CDS","Rv1075c"
9.52380952380952,28.5714285714286,9.52380952380952,52.3809523809524,"lipU","CDS","Rv1076"
3.44827586206897,24.1379310344828,3.44827586206897,68.9655172413793,"cbs","CDS","Rv1077"
13.3333333333333,17.7777777777778,15.5555555555556,53.3333333333333,"pra","CDS","Rv1078"
NA,47.6190476190476,4.76190476190476,47.6190476190476,"metB","CDS","Rv1079"
NA,42.8571428571429,NA,57.1428571428571,"greA","CDS","Rv1080c"
NA,25,16.6666666666667,58.3333333333333,"Rv1081c","CDS","Rv1081c"
8.69565217391304,21.7391304347826,17.3913043478261,52.1739130434783,"mca","CDS","Rv1082"
NA,50,10,40,"Rv1083","CDS","Rv1083"
NA,27.027027027027,NA,72.972972972973,"Rv1084","CDS","Rv1084"
NA,10,NA,90,"Rv1085c","CDS","Rv1085c"
NA,36.3636363636364,NA,63.6363636363636,"Rv1086","CDS","Rv1086"
NA,55.5555555555556,11.1111111111111,33.3333333333333,"Rv1087A","CDS","Rv1087A"
4.34782608695652,56.5217391304348,4.34782608695652,34.7826086956522,"PE_PGRS21","CDS","Rv1087"
NA,50,50,NA,"PE9","CDS","Rv1088"
25,25,25,25,"celA2a","CDS","Rv1089A"
NA,NA,NA,100,"PE10","CDS","Rv1089"
11.1111111111111,22.2222222222222,NA,66.6666666666667,"celA2b","CDS","Rv1090"
NA,58.8235294117647,11.7647058823529,29.4117647058824,"PE_PGRS22","CDS","Rv1091"
NA,36.8421052631579,5.26315789473684,57.8947368421053,"coaA","CDS","Rv1092c"
NA,39.1304347826087,4.34782608695652,56.5217391304348,"glyA1","CDS","Rv1093"
11.1111111111111,33.3333333333333,11.1111111111111,44.4444444444444,"desA2","CDS","Rv1094"
NA,12.5,NA,87.5,"phoH2","CDS","Rv1095"
3.7037037037037,37.037037037037,11.1111111111111,48.1481481481481,"Rv1096","CDS","Rv1096"
5.55555555555556,36.1111111111111,13.8888888888889,44.4444444444444,"Rv1097c","CDS","Rv1097c"
NA,21.0526315789474,15.7894736842105,63.1578947368421,"fum","CDS","Rv1098c"
NA,25,18.75,56.25,"glpX","CDS","Rv1099c"
4.54545454545455,18.1818181818182,4.54545454545455,72.7272727272727,"Rv1100","CDS","Rv1100"
5.88235294117647,11.7647058823529,11.7647058823529,70.5882352941177,"Rv1101c","CDS","Rv1101c"
12.5,12.5,NA,75,"mazF3","CDS","Rv1102c"
NA,100,NA,NA,"mazE3","CDS","Rv1103c"
4.76190476190476,42.8571428571429,14.2857142857143,38.0952380952381,"Rv1104","CDS","Rv1104"
18.1818181818182,27.2727272727273,27.2727272727273,27.2727272727273,"Rv1105","CDS","Rv1105"
5.88235294117647,29.4117647058824,NA,64.7058823529412,"Rv1106c","CDS","Rv1106c"
50,50,NA,NA,"xseB","CDS","Rv1107c"
4,36,12,48,"xseA","CDS","Rv1108c"
5.88235294117647,29.4117647058824,17.6470588235294,47.0588235294118,"Rv1109c","CDS","Rv1109c"
16.6666666666667,50,NA,33.3333333333333,"lytB2","CDS","Rv1110"
9.67741935483871,32.258064516129,12.9032258064516,45.1612903225806,"Rv1111c","CDS","Rv1111c"
NA,57.1428571428571,NA,42.8571428571429,"Rv1112","CDS","Rv1112"
NA,33.3333333333333,NA,66.6666666666667,"vapB32","CDS","Rv1113"
NA,NA,NA,100,"vapC32","CDS","Rv1114"
8,24,12,56,"Rv1115","CDS","Rv1115"
NA,NA,NA,100,"Rv1116A","CDS","Rv1116A"
NA,50,NA,50,"Rv1116","CDS","Rv1116"
NA,40,NA,60,"Rv1117","CDS","Rv1117"
9.52380952380952,23.8095238095238,14.2857142857143,52.3809523809524,"Rv1118c","CDS","Rv1118c"
NA,33.3333333333333,NA,66.6666666666667,"Rv1119c","CDS","Rv1119c"
NA,66.6666666666667,NA,33.3333333333333,"Rv1120c","CDS","Rv1120c"
NA,34.6153846153846,NA,65.3846153846154,"zwf1","CDS","Rv1121"
11.7647058823529,23.5294117647059,5.88235294117647,58.8235294117647,"gnd2","CDS","Rv1122"
NA,41.1764705882353,NA,58.8235294117647,"bpoB","CDS","Rv1123c"
NA,25,7.14285714285714,67.8571428571429,"ephC","CDS","Rv1124"
NA,32.1428571428571,7.14285714285714,60.7142857142857,"Rv1125","CDS","Rv1125"
14.2857142857143,14.2857142857143,14.2857142857143,57.1428571428571,"Rv1126c","CDS","Rv1126c"
7.40740740740741,25.9259259259259,3.7037037037037,62.962962962963,"ppdK","CDS","Rv1127c"
7.40740740740741,29.6296296296296,14.8148148148148,48.1481481481481,"Rv1128c","CDS","Rv1128c"
4.54545454545455,45.4545454545455,4.54545454545455,45.4545454545455,"Rv1129c","CDS","Rv1129c"
6.06060606060606,24.2424242424242,9.09090909090909,60.6060606060606,"prpD","CDS","Rv1130"
NA,31.8181818181818,NA,68.1818181818182,"prpC","CDS","Rv1131"
2.77777777777778,33.3333333333333,NA,63.8888888888889,"Rv1132","CDS","Rv1132"
6.52173913043478,21.7391304347826,2.17391304347826,69.5652173913043,"metE","CDS","Rv1133c"
NA,NA,20,80,"Rv1134","CDS","Rv1134"
20,40,20,20,"Rv1135A","CDS","Rv1135A"
6.25,37.5,6.25,50,"PPE16","CDS","Rv1135c"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"Rv1136","CDS","Rv1136"
20,50,20,10,"Rv1137c","CDS","Rv1137c"
5.55555555555556,44.4444444444444,11.1111111111111,38.8888888888889,"Rv1138c","CDS","Rv1138c"
11.1111111111111,11.1111111111111,22.2222222222222,55.5555555555556,"Rv1139c","CDS","Rv1139c"
22.7272727272727,22.7272727272727,4.54545454545455,50,"Rv1140","CDS","Rv1140"
6.25,25,18.75,50,"echA11","CDS","Rv1141c"
6.25,18.75,25,50,"echA10","CDS","Rv1142c"
NA,21.7391304347826,4.34782608695652,73.9130434782609,"mcr","CDS","Rv1143"
NA,16.6666666666667,NA,83.3333333333333,"Rv1144","CDS","Rv1144"
7.69230769230769,7.69230769230769,15.3846153846154,69.2307692307692,"mmpL13a","CDS","Rv1145"
10.7142857142857,17.8571428571429,3.57142857142857,67.8571428571429,"mmpL13b","CDS","Rv1146"
NA,41.6666666666667,NA,58.3333333333333,"Rv1147","CDS","Rv1147"
3.84615384615385,23.0769230769231,19.2307692307692,53.8461538461538,"Rv1148c","CDS","Rv1148c"
NA,33.3333333333333,NA,66.6666666666667,"Rv1149","CDS","Rv1149"
NA,40,30,30,"Rv1150","CDS","Rv1150"
9.52380952380952,42.8571428571429,4.76190476190476,42.8571428571429,"Rv1151c","CDS","Rv1151c"
NA,16.6666666666667,NA,83.3333333333333,"Rv1152","CDS","Rv1152"
13.0434782608696,17.3913043478261,13.0434782608696,56.5217391304348,"omt","CDS","Rv1153c"
28.5714285714286,28.5714285714286,42.8571428571429,NA,"Rv1154c","CDS","Rv1154c"
20,30,10,40,"Rv1155","CDS","Rv1155"
15.3846153846154,15.3846153846154,23.0769230769231,46.1538461538462,"Rv1156","CDS","Rv1156"
7.8125,26.5625,10.9375,54.6875,"Rv1157c","CDS","Rv1157c"
1.88679245283019,30.188679245283,5.66037735849057,62.2641509433962,"Rv1158c","CDS","Rv1158c"
NA,NA,NA,100,"Rv1159A","CDS","Rv1159A"
NA,11.5384615384615,7.69230769230769,80.7692307692308,"pimE","CDS","Rv1159"
NA,20,40,40,"mutT2","CDS","Rv1160"
2.63157894736842,26.3157894736842,6.57894736842105,64.4736842105263,"narG","CDS","Rv1161"
4.8780487804878,12.1951219512195,9.75609756097561,73.1707317073171,"narH","CDS","Rv1162"
NA,43.75,NA,56.25,"narJ","CDS","Rv1163"
10,20,NA,70,"narI","CDS","Rv1164"
